City,Date,Card Type,Exp Type,Gender,Amount
"Jaipur, India",31-Oct-14,Platinum,Bills,M,98141
"Kanpur, India",1-Nov-14,Signature,Entertainment,M,198844
"Chennai, India",11-Aug-14,Signature,Food,F,43430
"Chennai, India",11-Jan-15,Gold,Entertainment,M,130095
"Chennai, India",20-May-15,Signature,Grocery,F,297595
"Jaipur, India",12-Mar-15,Silver,Grocery,F,40460
"Kolkata, India",16-Feb-15,Silver,Fuel,F,187065
"Pune, India",10-Feb-14,Gold,Food,M,1171
"Surat, India",15-Oct-13,Gold,Food,F,276850
"Lucknow, India",7-Aug-14,Signature,Food,F,132069
"Hyderabad, India",23-May-14,Silver,Entertainment,M,206087
"Lucknow, India",24-May-15,Gold,Food,M,157035
"Lucknow, India",16-Nov-13,Platinum,Food,M,9999
"Jaipur, India",4-Feb-15,Silver,Bills,F,62312
"Chennai, India",22-May-14,Signature,Food,M,100050
"Lucknow, India",22-Mar-14,Gold,Food,F,139770
"Lucknow, India",5-Feb-15,Signature,Grocery,M,41911
"Surat, India",13-Aug-14,Gold,Grocery,F,299531
"Pune, India",28-Jan-14,Silver,Fuel,M,132554
"Pune, India",3-Feb-15,Silver,Grocery,F,238861
"Kanpur, India",8-Oct-14,Platinum,Grocery,F,185672
"Jaipur, India",15-Dec-14,Platinum,Entertainment,F,98421
"Lucknow, India",30-Dec-14,Platinum,Food,M,9418
"Lucknow, India",7-Jan-15,Gold,Entertainment,M,96112
"Surat, India",9-Jan-14,Gold,Fuel,F,240814
"Chennai, India",7-Nov-14,Platinum,Fuel,M,159945
"Kanpur, India",24-Oct-14,Gold,Entertainment,F,69011
"Lucknow, India",3-Jan-14,Platinum,Grocery,M,211788
"Surat, India",11-Jul-14,Gold,Fuel,F,181884
"Chennai, India",5-May-15,Gold,Bills,M,215836
"Kolkata, India",8-Jan-14,Signature,Bills,M,206765
"Kolkata, India",22-Feb-15,Platinum,Food,F,2258
"Kanpur, India",8-Jun-14,Silver,Grocery,F,265733
"Hyderabad, India",1-Jan-14,Gold,Fuel,M,14045
"Surat, India",28-Sep-14,Signature,Fuel,F,96522
"Chennai, India",20-May-14,Silver,Bills,M,121486
"Hyderabad, India",16-Jan-15,Gold,Bills,F,186329
"Hyderabad, India",9-Oct-13,Signature,Fuel,F,118588
"Chennai, India",13-Apr-14,Silver,Food,F,234595
"Kanpur, India",31-Mar-15,Signature,Grocery,F,154610
"Kolkata, India",15-Nov-13,Signature,Entertainment,F,228963
"Lucknow, India",26-May-15,Signature,Fuel,M,52278
"Jaipur, India",8-Feb-15,Gold,Fuel,M,227339
"Kanpur, India",30-Oct-14,Signature,Grocery,M,261592
"Pune, India",23-May-14,Silver,Entertainment,F,79161
"Kanpur, India",28-Nov-14,Platinum,Entertainment,M,214470
"Chennai, India",5-Mar-15,Signature,Food,F,207859
"Surat, India",11-Oct-13,Platinum,Food,F,296069
"Lucknow, India",7-May-14,Signature,Grocery,M,113207
"Jaipur, India",21-Apr-14,Platinum,Fuel,F,146552
"Lucknow, India",7-Feb-15,Platinum,Entertainment,M,4228
"Hyderabad, India",18-Oct-14,Gold,Bills,F,258471
"Chennai, India",20-Dec-13,Silver,Fuel,F,175734
"Chennai, India",6-Aug-14,Silver,Entertainment,F,95108
"Pune, India",29-Dec-14,Silver,Entertainment,F,127827
"Pune, India",3-May-15,Signature,Food,M,85452
"Hyderabad, India",2-Apr-14,Platinum,Grocery,M,255203
"Lucknow, India",17-Oct-13,Platinum,Fuel,F,189223
"Jaipur, India",22-Mar-15,Signature,Fuel,F,284709
"Lucknow, India",10-Sep-14,Gold,Entertainment,M,294974
"Surat, India",7-Feb-14,Platinum,Food,F,295474
"Jaipur, India",2-Dec-13,Platinum,Food,F,41765
"Kolkata, India",27-Mar-15,Platinum,Grocery,M,64594
"Kolkata, India",2-Sep-14,Gold,Food,M,165825
"Surat, India",1-May-15,Silver,Food,M,242542
"Jaipur, India",3-Oct-14,Platinum,Entertainment,F,114287
"Lucknow, India",7-Mar-14,Signature,Fuel,M,236214
"Surat, India",14-Jun-14,Gold,Grocery,F,168568
"Chennai, India",16-Apr-14,Signature,Fuel,F,116623
"Hyderabad, India",10-Jan-15,Platinum,Food,F,284334
"Pune, India",18-May-15,Platinum,Fuel,M,129212
"Kolkata, India",29-Jun-14,Silver,Fuel,M,245382
"Kanpur, India",2-Jan-15,Silver,Bills,M,209160
"Hyderabad, India",19-Feb-14,Gold,Food,M,110081
"Kolkata, India",27-Jan-14,Gold,Bills,M,173656
"Chennai, India",9-Nov-14,Platinum,Grocery,F,18744
"Hyderabad, India",23-Apr-15,Platinum,Food,M,184514
"Hyderabad, India",27-Apr-14,Signature,Food,F,224839
"Chennai, India",22-Dec-13,Platinum,Food,F,109870
"Hyderabad, India",18-May-14,Gold,Food,M,207867
"Lucknow, India",7-Sep-14,Platinum,Entertainment,F,256186
"Kolkata, India",24-Apr-15,Silver,Bills,F,170435
"Lucknow, India",5-Jan-14,Signature,Food,M,149671
"Chennai, India",30-Jan-14,Gold,Bills,M,190039
"Kanpur, India",3-Apr-14,Signature,Grocery,F,200131
"Hyderabad, India",22-Mar-14,Signature,Bills,F,260910
"Pune, India",26-Nov-13,Signature,Grocery,M,37866
"Jaipur, India",18-Feb-14,Signature,Grocery,M,273069
"Surat, India",2-Jul-14,Silver,Grocery,M,220953
"Kanpur, India",21-Oct-13,Signature,Fuel,F,56739
"Hyderabad, India",9-Jan-14,Signature,Bills,F,270488
"Jaipur, India",20-Oct-14,Platinum,Bills,M,247417
"Chennai, India",27-Apr-14,Signature,Grocery,M,264490
"Surat, India",21-Dec-14,Gold,Fuel,F,268605
"Surat, India",27-May-14,Gold,Entertainment,F,179672
"Jaipur, India",4-Jan-15,Silver,Grocery,F,243741
"Kanpur, India",8-May-14,Gold,Bills,M,19975
"Pune, India",25-Oct-13,Silver,Grocery,F,221942
"Lucknow, India",16-Dec-14,Gold,Food,F,210516
"Pune, India",10-Jan-15,Signature,Entertainment,M,192659
"Surat, India",18-Nov-13,Gold,Entertainment,F,176747
"Lucknow, India",8-Jan-14,Platinum,Bills,M,151577
"Chennai, India",29-Jan-15,Signature,Food,F,272960
"Pune, India",28-Feb-14,Silver,Fuel,F,297115
"Hyderabad, India",20-Apr-15,Gold,Bills,M,145003
"Pune, India",12-May-14,Signature,Fuel,F,9272
"Kolkata, India",6-Mar-15,Gold,Grocery,M,99714
"Kolkata, India",1-Apr-15,Silver,Food,M,205400
"Surat, India",22-Sep-14,Platinum,Entertainment,F,195226
"Lucknow, India",29-Nov-13,Gold,Fuel,M,284432
"Jaipur, India",12-Jun-14,Signature,Bills,M,225874
"Pune, India",16-Oct-14,Signature,Grocery,M,120201
"Jaipur, India",28-Aug-14,Gold,Food,M,212737
"Kolkata, India",3-May-15,Silver,Bills,F,250362
"Pune, India",7-Sep-14,Signature,Entertainment,F,164382
"Jaipur, India",20-Apr-14,Silver,Grocery,F,265844
"Kanpur, India",24-Dec-13,Platinum,Fuel,M,233762
"Hyderabad, India",21-Mar-14,Platinum,Entertainment,M,34019
"Hyderabad, India",23-Dec-13,Platinum,Entertainment,F,32417
"Hyderabad, India",20-Sep-14,Silver,Bills,F,244456
"Lucknow, India",6-Sep-14,Gold,Food,M,171521
"Kolkata, India",3-Sep-14,Signature,Bills,F,95179
"Surat, India",15-Nov-14,Gold,Grocery,F,162171
"Hyderabad, India",14-Dec-14,Platinum,Entertainment,F,254455
"Jaipur, India",21-Oct-14,Platinum,Grocery,M,79719
"Jaipur, India",3-Jun-14,Gold,Grocery,M,74267
"Kanpur, India",19-Feb-15,Signature,Fuel,F,204328
"Jaipur, India",5-Oct-14,Silver,Entertainment,F,249489
"Pune, India",5-Feb-15,Platinum,Fuel,F,244768
"Pune, India",16-Feb-15,Gold,Food,M,240997
"Surat, India",2-Jul-14,Silver,Food,M,16101
"Lucknow, India",18-Jan-15,Signature,Food,F,51966
"Hyderabad, India",7-Dec-14,Platinum,Bills,F,97701
"Kanpur, India",20-Jun-14,Platinum,Food,M,48627
"Lucknow, India",10-Feb-14,Silver,Grocery,F,217143
"Jaipur, India",4-May-15,Gold,Grocery,M,219161
"Chennai, India",2-Nov-14,Signature,Entertainment,M,155702
"Kolkata, India",6-Dec-14,Gold,Bills,M,2625
"Lucknow, India",10-Apr-14,Platinum,Bills,M,47516
"Jaipur, India",13-Apr-14,Gold,Bills,M,202520
"Jaipur, India",12-Oct-13,Gold,Bills,M,171529
"Hyderabad, India",14-Aug-14,Platinum,Entertainment,F,78479
"Lucknow, India",28-Feb-14,Platinum,Grocery,F,259846
"Surat, India",25-Jun-14,Gold,Fuel,M,174809
"Kanpur, India",26-Feb-14,Signature,Fuel,M,85902
"Jaipur, India",15-Apr-15,Signature,Bills,F,64130
"Kolkata, India",29-Nov-14,Silver,Food,M,299837
"Hyderabad, India",24-Dec-13,Silver,Grocery,F,216577
"Kolkata, India",29-Oct-13,Platinum,Grocery,M,218174
"Pune, India",1-Jan-14,Signature,Food,M,97482
"Kolkata, India",7-Dec-14,Platinum,Food,M,7204
"Jaipur, India",1-Mar-14,Silver,Entertainment,F,233345
"Kanpur, India",9-May-14,Platinum,Food,M,107766
"Kolkata, India",17-Apr-15,Signature,Fuel,F,77405
"Hyderabad, India",10-Feb-14,Platinum,Food,M,43746
"Lucknow, India",26-Oct-13,Signature,Fuel,F,6429
"Surat, India",28-Jan-14,Silver,Entertainment,M,14243
"Kolkata, India",28-Oct-14,Signature,Fuel,M,192594
"Kanpur, India",21-Dec-13,Silver,Grocery,F,86580
"Jaipur, India",29-Dec-13,Silver,Food,F,245652
"Chennai, India",7-Jan-14,Silver,Bills,M,103066
"Pune, India",18-Mar-14,Signature,Grocery,M,163056
"Jaipur, India",23-May-15,Gold,Food,M,35565
"Kanpur, India",22-Nov-13,Gold,Food,F,200891
"Chennai, India",16-Sep-14,Platinum,Fuel,M,280510
"Lucknow, India",12-Jan-15,Silver,Food,F,213492
"Kanpur, India",10-Oct-14,Platinum,Grocery,M,175476
"Kolkata, India",12-Dec-14,Silver,Fuel,M,243412
"Hyderabad, India",3-Apr-15,Silver,Fuel,F,115382
"Kolkata, India",21-Apr-15,Gold,Entertainment,M,216882
"Kanpur, India",17-Jun-14,Platinum,Food,F,298029
"Kolkata, India",30-Aug-14,Silver,Fuel,M,102393
"Kanpur, India",18-May-14,Gold,Grocery,F,297737
"Kolkata, India",2-Nov-14,Signature,Food,M,164495
"Kolkata, India",21-Apr-15,Platinum,Food,F,240214
"Chennai, India",8-Mar-14,Silver,Bills,M,60212
"Lucknow, India",29-Jan-14,Signature,Bills,F,139696
"Lucknow, India",13-Nov-13,Silver,Grocery,M,271721
"Surat, India",8-Nov-14,Gold,Fuel,F,250810
"Lucknow, India",12-May-15,Silver,Entertainment,F,262968
"Jaipur, India",11-May-14,Platinum,Food,F,59976
"Hyderabad, India",9-Oct-13,Silver,Food,M,174704
"Surat, India",25-Aug-14,Silver,Grocery,F,169525
"Lucknow, India",24-Mar-14,Platinum,Entertainment,M,249655
"Surat, India",18-Apr-14,Gold,Fuel,F,84114
"Jaipur, India",18-Jun-14,Gold,Entertainment,M,257131
"Lucknow, India",18-Apr-15,Silver,Bills,F,282523
"Kolkata, India",7-Apr-15,Gold,Food,M,229748
"Chennai, India",30-Jan-15,Gold,Food,F,273914
"Chennai, India",18-Nov-13,Gold,Bills,F,42336
"Pune, India",20-Jan-14,Signature,Food,M,27671
"Lucknow, India",23-Dec-13,Signature,Grocery,M,25239
"Chennai, India",3-Nov-14,Silver,Entertainment,M,55751
"Lucknow, India",15-Jun-14,Signature,Fuel,F,38184
"Jaipur, India",7-Dec-14,Silver,Entertainment,M,102839
"Hyderabad, India",5-Apr-15,Silver,Entertainment,F,12496
"Hyderabad, India",1-Nov-13,Silver,Grocery,F,95824
"Jaipur, India",8-Jan-15,Gold,Grocery,F,26049
"Surat, India",28-Mar-14,Platinum,Fuel,F,120485
"Chennai, India",6-Nov-13,Signature,Fuel,M,182959
"Pune, India",6-Oct-13,Silver,Bills,F,290818
"Jaipur, India",3-Jun-14,Platinum,Entertainment,M,112176
"Kolkata, India",2-Dec-14,Gold,Entertainment,M,189992
"Hyderabad, India",8-Dec-14,Gold,Food,F,154126
"Kanpur, India",6-Jul-14,Platinum,Grocery,M,186789
"Hyderabad, India",20-Sep-14,Gold,Food,F,245908
"Chennai, India",7-May-15,Signature,Food,M,166122
"Pune, India",17-Apr-14,Signature,Entertainment,M,254079
"Chennai, India",29-Oct-13,Silver,Bills,F,2179
"Hyderabad, India",3-Oct-14,Platinum,Food,F,296633
"Chennai, India",13-Jun-14,Gold,Grocery,M,43778
"Kanpur, India",28-Oct-13,Signature,Food,F,226208
"Jaipur, India",4-Feb-15,Signature,Fuel,M,52209
"Lucknow, India",9-Dec-13,Platinum,Grocery,M,213969
"Kolkata, India",5-Nov-13,Silver,Entertainment,M,111289
"Hyderabad, India",6-Sep-14,Signature,Food,M,137179
"Chennai, India",4-Oct-14,Signature,Entertainment,M,213902
"Kolkata, India",12-Aug-14,Platinum,Grocery,F,71254
"Surat, India",14-Jul-14,Gold,Entertainment,M,176350
"Jaipur, India",29-Jun-14,Signature,Grocery,F,198724
"Surat, India",2-Nov-14,Platinum,Fuel,M,50202
"Pune, India",23-Aug-14,Platinum,Bills,M,24315
"Lucknow, India",2-Jan-14,Signature,Entertainment,M,215196
"Lucknow, India",21-Mar-15,Platinum,Grocery,M,237882
"Pune, India",16-May-14,Silver,Grocery,M,236154
"Pune, India",3-Mar-14,Gold,Fuel,M,59871
"Lucknow, India",7-May-14,Signature,Bills,M,60466
"Pune, India",10-Aug-14,Signature,Grocery,M,203424
"Pune, India",20-May-14,Platinum,Bills,M,178342
"Surat, India",12-Feb-15,Gold,Fuel,M,118974
"Pune, India",22-Feb-14,Platinum,Food,M,95160
"Pune, India",29-Apr-15,Platinum,Entertainment,F,52568
"Kolkata, India",10-May-15,Signature,Food,M,59425
"Surat, India",27-Nov-14,Platinum,Grocery,M,214500
"Kanpur, India",3-Apr-14,Platinum,Food,M,234400
"Lucknow, India",13-Jul-14,Platinum,Grocery,M,12330
"Jaipur, India",4-Mar-14,Silver,Grocery,F,28753
"Hyderabad, India",3-Nov-14,Gold,Entertainment,M,205695
"Surat, India",25-Oct-13,Gold,Grocery,F,53677
"Surat, India",20-Jul-14,Platinum,Bills,F,166605
"Lucknow, India",10-Mar-14,Silver,Entertainment,M,253204
"Pune, India",10-Oct-13,Silver,Bills,M,17279
"Lucknow, India",6-Aug-14,Silver,Food,M,146661
"Pune, India",17-Jan-15,Silver,Fuel,F,248565
"Hyderabad, India",13-Mar-15,Signature,Grocery,M,136692
"Kolkata, India",1-May-15,Silver,Food,F,91966
"Hyderabad, India",3-Jul-14,Silver,Food,F,59371
"Hyderabad, India",24-Dec-13,Platinum,Entertainment,M,112265
"Surat, India",19-Sep-14,Silver,Grocery,M,219176
"Hyderabad, India",10-Oct-13,Platinum,Bills,F,92598
"Surat, India",16-Nov-13,Signature,Fuel,F,238991
"Kanpur, India",20-Dec-13,Platinum,Entertainment,F,15577
"Lucknow, India",8-Jan-15,Silver,Bills,F,152849
"Kolkata, India",5-Jul-14,Platinum,Entertainment,M,61262
"Lucknow, India",13-Jan-15,Silver,Food,M,59507
"Pune, India",23-Mar-15,Gold,Food,M,180437
"Kolkata, India",11-May-14,Signature,Grocery,F,237137
"Kanpur, India",15-May-14,Platinum,Grocery,F,92047
"Surat, India",15-Nov-13,Silver,Grocery,M,63381
"Chennai, India",26-May-14,Platinum,Entertainment,F,296668
"Pune, India",17-Jan-14,Gold,Fuel,F,212475
"Surat, India",5-Nov-14,Signature,Fuel,F,256133
"Surat, India",8-Oct-13,Signature,Bills,F,279967
"Hyderabad, India",24-Feb-15,Gold,Bills,M,63402
"Lucknow, India",13-Jul-14,Signature,Entertainment,M,206895
"Chennai, India",9-Oct-14,Platinum,Fuel,M,111536
"Kolkata, India",17-Nov-14,Gold,Food,F,11234
"Hyderabad, India",20-Jun-14,Gold,Bills,M,174896
"Jaipur, India",1-Dec-13,Silver,Fuel,F,80928
"Lucknow, India",2-Nov-13,Platinum,Entertainment,F,49234
"Surat, India",13-Apr-14,Signature,Food,M,287055
"Surat, India",8-Apr-15,Silver,Grocery,F,42280
"Hyderabad, India",12-Jan-14,Signature,Bills,M,154129
"Jaipur, India",12-Oct-13,Gold,Entertainment,F,190952
"Jaipur, India",6-Dec-13,Signature,Entertainment,F,280439
"Surat, India",9-Mar-15,Signature,Bills,F,59749
"Chennai, India",10-Mar-15,Signature,Food,M,237637
"Lucknow, India",29-Dec-14,Gold,Grocery,F,73898
"Chennai, India",8-Jun-14,Silver,Bills,M,219733
"Jaipur, India",27-May-14,Platinum,Fuel,M,257863
"Pune, India",22-Feb-15,Platinum,Entertainment,M,63727
"Hyderabad, India",21-May-15,Signature,Fuel,M,142518
"Kanpur, India",2-Dec-13,Gold,Fuel,F,187293
"Lucknow, India",3-Jan-14,Gold,Bills,F,33794
"Hyderabad, India",25-Jan-14,Gold,Bills,F,137128
"Kolkata, India",6-Apr-14,Platinum,Fuel,M,205842
"Chennai, India",24-Apr-14,Signature,Food,F,13000
"Kanpur, India",30-Jan-15,Platinum,Bills,M,213003
"Pune, India",1-Nov-13,Silver,Entertainment,F,177870
"Jaipur, India",16-Jul-14,Silver,Fuel,M,99019
"Kanpur, India",22-Feb-15,Platinum,Fuel,F,249112
"Kolkata, India",29-Apr-14,Silver,Grocery,M,205064
"Surat, India",19-Apr-15,Gold,Entertainment,M,237246
"Kanpur, India",6-Dec-13,Gold,Bills,F,266536
"Surat, India",20-Nov-14,Silver,Fuel,F,88700
"Surat, India",3-Sep-14,Silver,Entertainment,F,237576
"Pune, India",27-Dec-14,Silver,Bills,M,249227
"Surat, India",29-Mar-15,Signature,Fuel,M,12097
"Surat, India",9-Nov-14,Silver,Grocery,M,7534
"Kolkata, India",24-Feb-15,Platinum,Bills,M,195465
"Kanpur, India",11-Jan-14,Silver,Fuel,M,23092
"Jaipur, India",14-Apr-15,Gold,Food,F,208029
"Lucknow, India",29-Oct-13,Signature,Bills,F,289814
"Kanpur, India",24-Sep-14,Signature,Grocery,M,4051
"Chennai, India",17-May-15,Signature,Grocery,M,221691
"Kolkata, India",29-Apr-15,Signature,Bills,M,258158
"Surat, India",24-Nov-14,Silver,Food,M,196564
"Kanpur, India",28-Aug-14,Silver,Grocery,F,28312
"Surat, India",30-Dec-14,Platinum,Entertainment,F,19290
"Lucknow, India",23-Apr-15,Silver,Bills,M,50081
"Chennai, India",28-Apr-15,Silver,Bills,F,276066
"Kolkata, India",22-Jul-14,Silver,Entertainment,F,92397
"Hyderabad, India",5-Sep-14,Signature,Food,M,161209
"Kolkata, India",27-Nov-13,Platinum,Grocery,M,296780
"Hyderabad, India",2-Feb-15,Signature,Fuel,F,89953
"Lucknow, India",29-Jun-14,Platinum,Bills,F,102454
"Hyderabad, India",11-Jun-14,Platinum,Food,F,61068
"Lucknow, India",12-Nov-13,Signature,Grocery,M,267368
"Pune, India",13-Oct-13,Silver,Entertainment,M,140879
"Pune, India",8-Nov-14,Platinum,Bills,F,56893
"Lucknow, India",7-Sep-14,Gold,Grocery,M,250561
"Pune, India",19-Feb-14,Gold,Bills,F,154244
"Jaipur, India",21-Jan-15,Gold,Entertainment,F,37803
"Pune, India",23-Jul-14,Platinum,Entertainment,F,140305
"Jaipur, India",10-Jul-14,Silver,Grocery,F,196752
"Kanpur, India",29-Jul-14,Signature,Food,M,125363
"Chennai, India",28-Nov-13,Platinum,Entertainment,F,177677
"Kolkata, India",26-Dec-13,Platinum,Food,F,162428
"Hyderabad, India",28-Feb-15,Gold,Fuel,M,140254
"Jaipur, India",14-Nov-14,Silver,Grocery,M,196351
"Chennai, India",23-Aug-14,Silver,Food,F,185240
"Pune, India",5-Mar-14,Silver,Fuel,M,257651
"Lucknow, India",21-Apr-15,Platinum,Bills,M,42327
"Kanpur, India",12-Oct-13,Silver,Entertainment,F,109918
"Pune, India",13-Feb-14,Platinum,Fuel,M,100918
"Lucknow, India",28-Aug-14,Signature,Food,M,299641
"Hyderabad, India",22-Oct-14,Silver,Fuel,M,98549
"Jaipur, India",4-Oct-13,Signature,Entertainment,F,289594
"Chennai, India",9-Sep-14,Gold,Fuel,M,158857
"Kolkata, India",6-May-15,Gold,Fuel,M,227455
"Kolkata, India",7-Jun-14,Silver,Grocery,F,89122
"Pune, India",5-Jan-15,Platinum,Fuel,F,241228
"Hyderabad, India",27-Oct-13,Gold,Food,F,151689
"Surat, India",31-Oct-14,Gold,Entertainment,M,166628
"Hyderabad, India",2-Mar-14,Silver,Entertainment,F,119919
"Chennai, India",13-Apr-14,Silver,Grocery,F,171251
"Lucknow, India",14-Mar-15,Platinum,Grocery,M,237030
"Hyderabad, India",16-Oct-13,Platinum,Fuel,M,131048
"Kolkata, India",2-Apr-14,Gold,Food,F,47616
"Hyderabad, India",14-May-15,Platinum,Food,M,134060
"Lucknow, India",30-Jun-14,Silver,Grocery,M,129599
"Chennai, India",16-Nov-14,Gold,Fuel,F,14111
"Kanpur, India",24-Dec-13,Platinum,Bills,F,106686
"Chennai, India",14-Oct-14,Gold,Fuel,F,154843
"Kolkata, India",11-Jan-15,Signature,Entertainment,M,146689
"Pune, India",30-Dec-14,Silver,Entertainment,F,140156
"Kanpur, India",24-Apr-15,Silver,Entertainment,M,261638
"Hyderabad, India",2-Aug-14,Silver,Grocery,M,268098
"Kanpur, India",11-Mar-15,Silver,Food,F,241046
"Lucknow, India",10-Sep-14,Platinum,Grocery,F,226359
"Hyderabad, India",24-Jan-15,Platinum,Entertainment,F,274655
"Surat, India",17-Oct-13,Platinum,Grocery,F,66288
"Surat, India",22-Nov-13,Gold,Fuel,F,283244
"Surat, India",1-May-14,Gold,Grocery,M,96964
"Chennai, India",15-Dec-13,Signature,Food,M,7543
"Hyderabad, India",28-Dec-14,Signature,Grocery,F,83901
"Kanpur, India",29-Jan-14,Silver,Entertainment,F,218520
"Pune, India",4-Apr-15,Gold,Bills,F,64918
"Hyderabad, India",25-Sep-14,Platinum,Grocery,F,276003
"Kanpur, India",27-Feb-15,Silver,Fuel,M,36921
"Pune, India",15-Nov-13,Gold,Food,F,178287
"Jaipur, India",24-May-15,Gold,Food,F,250851
"Kolkata, India",7-Apr-15,Gold,Fuel,M,12177
"Jaipur, India",28-May-14,Platinum,Food,M,155617
"Lucknow, India",21-Jan-15,Platinum,Grocery,M,13816
"Surat, India",15-Sep-14,Platinum,Food,M,214576
"Chennai, India",24-Nov-13,Platinum,Grocery,M,156361
"Hyderabad, India",28-Oct-14,Gold,Food,F,28410
"Lucknow, India",9-Nov-13,Gold,Food,F,277701
"Kolkata, India",23-Nov-13,Silver,Grocery,M,184107
"Jaipur, India",8-Feb-14,Silver,Food,M,161732
"Hyderabad, India",27-Apr-15,Signature,Bills,F,236434
"Surat, India",15-Dec-14,Signature,Grocery,F,32480
"Lucknow, India",25-Jan-14,Platinum,Fuel,M,81327
"Surat, India",23-Jan-14,Platinum,Bills,F,39020
"Pune, India",29-May-14,Signature,Entertainment,F,203336
"Kanpur, India",19-Mar-15,Silver,Entertainment,M,202440
"Kanpur, India",26-Nov-13,Platinum,Grocery,M,226605
"Surat, India",29-Jul-14,Gold,Entertainment,F,177963
"Surat, India",29-Mar-14,Platinum,Entertainment,M,255863
"Hyderabad, India",24-Jun-14,Gold,Fuel,M,95823
"Surat, India",26-Nov-13,Platinum,Fuel,F,186524
"Surat, India",4-Jul-14,Signature,Entertainment,F,242849
"Kanpur, India",9-Mar-15,Signature,Food,F,172915
"Kanpur, India",27-Jan-14,Silver,Bills,M,58477
"Jaipur, India",30-Nov-13,Signature,Bills,M,37723
"Hyderabad, India",14-Feb-14,Signature,Grocery,M,246730
"Surat, India",24-Feb-14,Silver,Entertainment,F,234064
"Jaipur, India",26-Aug-14,Signature,Fuel,M,130399
"Chennai, India",24-Jan-15,Platinum,Entertainment,F,123075
"Kanpur, India",27-Mar-15,Signature,Grocery,M,57177
"Kanpur, India",20-Jan-15,Gold,Grocery,M,111014
"Lucknow, India",26-Jan-14,Gold,Entertainment,M,182496
"Surat, India",24-Oct-13,Platinum,Grocery,M,160001
"Kolkata, India",24-Sep-14,Platinum,Entertainment,M,68638
"Pune, India",4-Dec-14,Platinum,Grocery,F,114218
"Hyderabad, India",15-Nov-13,Platinum,Food,F,159092
"Lucknow, India",6-Oct-14,Signature,Food,M,194094
"Kolkata, India",13-Dec-13,Platinum,Food,M,215034
"Jaipur, India",10-May-15,Silver,Grocery,F,204620
"Jaipur, India",22-May-14,Gold,Entertainment,F,44640
"Kolkata, India",30-Dec-13,Signature,Food,M,185879
"Lucknow, India",4-May-14,Silver,Fuel,F,126338
"Hyderabad, India",16-Jan-15,Gold,Bills,F,48306
"Kanpur, India",9-Dec-14,Signature,Bills,F,218016
"Chennai, India",23-Jun-14,Platinum,Food,F,17178
"Surat, India",14-May-15,Signature,Entertainment,F,290358
"Surat, India",3-Feb-14,Silver,Grocery,F,232294
"Jaipur, India",24-Oct-13,Gold,Fuel,M,232754
"Kanpur, India",31-Mar-14,Silver,Grocery,M,224382
"Lucknow, India",10-Mar-14,Gold,Entertainment,M,132949
"Pune, India",2-Apr-15,Silver,Bills,F,104436
"Chennai, India",3-Apr-15,Gold,Food,M,145419
"Kanpur, India",17-Dec-13,Silver,Fuel,F,6821
"Pune, India",30-Mar-15,Platinum,Grocery,M,222732
"Chennai, India",21-May-14,Silver,Food,F,41439
"Jaipur, India",9-Jan-15,Signature,Entertainment,F,164247
"Lucknow, India",20-Feb-14,Signature,Food,M,144356
"Chennai, India",25-Dec-14,Platinum,Food,M,90388
"Kanpur, India",23-Jul-14,Signature,Grocery,M,113984
"Kanpur, India",25-May-15,Gold,Entertainment,M,203326
"Pune, India",21-Nov-14,Signature,Fuel,F,49910
"Hyderabad, India",14-Mar-14,Gold,Grocery,M,266641
"Jaipur, India",29-Oct-13,Gold,Bills,F,285190
"Kanpur, India",24-Jan-15,Platinum,Bills,M,67581
"Pune, India",17-Dec-13,Signature,Food,M,207785
"Jaipur, India",6-Mar-14,Gold,Fuel,F,90667
"Kanpur, India",3-Nov-13,Silver,Grocery,F,91930
"Jaipur, India",18-Aug-14,Platinum,Bills,M,166435
"Kanpur, India",13-Oct-13,Gold,Food,F,152353
"Chennai, India",15-May-14,Signature,Food,M,178656
"Pune, India",23-Dec-13,Silver,Bills,F,7211
"Kanpur, India",7-Nov-13,Signature,Food,F,7926
"Surat, India",31-Dec-13,Signature,Bills,M,239795
"Lucknow, India",13-Sep-14,Signature,Fuel,M,3914
"Chennai, India",26-Jul-14,Signature,Entertainment,M,232139
"Surat, India",16-May-14,Gold,Entertainment,M,276590
"Lucknow, India",6-Mar-14,Silver,Food,M,112309
"Chennai, India",17-Apr-15,Platinum,Grocery,F,62160
"Lucknow, India",28-Jul-14,Silver,Fuel,F,253127
"Jaipur, India",15-Jan-14,Gold,Fuel,F,102230
"Hyderabad, India",10-Feb-14,Silver,Bills,M,165159
"Hyderabad, India",27-Dec-14,Signature,Bills,M,96428
"Chennai, India",29-Apr-14,Gold,Entertainment,F,27495
"Kolkata, India",16-Mar-15,Gold,Bills,F,187712
"Hyderabad, India",11-Oct-13,Gold,Entertainment,F,215803
"Chennai, India",28-Oct-13,Signature,Grocery,M,91631
"Jaipur, India",28-Oct-14,Silver,Bills,F,105320
"Jaipur, India",10-Nov-13,Signature,Fuel,F,285531
"Chennai, India",16-Jun-14,Platinum,Bills,M,291421
"Surat, India",29-Aug-14,Gold,Entertainment,F,85671
"Surat, India",21-Aug-14,Platinum,Entertainment,M,237153
"Hyderabad, India",13-Dec-13,Platinum,Entertainment,M,18525
